Date,Subject,Message
10/20/2021,Q Line - Weekend Planned Service Change,"Oct 23 - 24, Sat 3:45 AM to Sun 10 PM No Q trains between Stillwell Av and Brighton Beach because of track maintenance. Take free shuttle buses. Q trains will run between Brighton Beach and 96 St. To/from Stillwell Av, use the F or N. Free shuttle buses will run between Stillwell Av and Brighton Beach. Transfer between trains and buses at Brighton Beach. This service change affects one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
10/20/2021,G Line - Weekend Planned Service Change,"Oct 22 - 25, Fri 9:45 PM to Mon 5 AM Court Sq-bound G trains will skip Fort Hamilton Pkwy, 15 St-Prospect Park, and 4 Av-9 St because of track maintenance."
10/20/2021,F Line - Weekend Planned Service Changes,"Oct 22 - 25, Fri 9:45 PM to Mon 5 AM Jamaica-bound F trains will skip Fort Hamilton Pkwy, 15 St-Prospect Park, and 4 Av-9 St because of track maintenance. Oct 22 - 25, Fri 9:45 PM to Mon 5 AM Jamaica-bound F trains will skip Avenue U because of signal modernization."
10/20/2021,6 Line - Weekend Planned Service Changes,"Oct 22 - 25, Fri 9:45 PM to Mon 5 AM Uptown 6 service will skip 23 St, 28 St, and 33 St because of accessibility improvements. This service change affects one or more ADA accessible stations. Travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs. Oct 22 - 25, Fri 9:45 PM to Mon 5 AM Brooklyn Bridge-bound 6 service will skip Longwood Av, E 149 St, E 143 St, Cypress Av, and Brook Av because of track maintenance."
10/20/2021,5 Line - Weekend Planned Service Changes,"Oct 22, Friday, beginning 8:30 PM 5 service will end early between Bowling Green and E 180 St because of accessibility improvements. Take the 2/4. Oct 23 - 24 Saturday, 5:45 AM to 11:15 PM Sunday, 10 AM to 11:15 PM 5 service will run every 20 minutes because of accessibility improvements. Oct 24, Sunday, 7:45 AM to 11 AM No 5 service between E 180 St and Bowling Green because of track maintenance. Take the 2 and/or 4. 5 service will run between Dyre Av and E 180 St. 2 service will make 5 stops between E 180 St and 149 St-Grand Concourse. 4 service will make all 5 stops between 149 St-Grand Concourse and Bowling Green. Transfer at E 180 St 2/5 or 149 St-GC 2/4. These service changes affect one or more ADA accessible stations. These travel alternatives may not be fully accessible. Please contact 511 to plan your trip. For more information, click on the mta.info link in this email and read station signs."
10/20/2021,2 Line - Weekend Planned Service Change,"Oct 24, Sunday, 7:30 AM to 10 AM 2 service will run every 15 minutes because of track maintenance."
10/18/2021,"QNS, E and F Trains, Slow Speeds",E F trains are running at slower speeds in both directions between Jackson Hts-Roosevelt Av and Court Sq-23 St (E ) / 21 St-Queensbridge (F ) while we perform maintenance work along Queens Boulevard.
10/18/2021,"BKLYN, N Train, Slow Speeds",N trains are running at slower speeds near 18 Av because of a signal malfunction at that station.
10/18/2021,"BKLYN, MANH, F Train, Delays",Northbound F trains are running at slower speeds between York St and East Broadway because of a signal malfunction.
10/18/2021,"QNS, E and F Trains, Slow Speeds",Southbound E F trains are running at slower speeds in Queens while our crews perform maintenance near 63 Dr-Rego Park.
10/29/2021,"BX, 4 Train, Delays",Southbound 4 trains are delayed while our crews work to correct a signal problem at Burnside Av.
10/29/2021,"2 and 3 Trains, Delays",Southbound 2 3 trains are delayed while our crews work to correct a signal problem near 116 St
10/29/2021,"QNS, N and W Trains, Delays",N W departures from Astoria-Ditmars Blvd are delayed while we remove a train with a door problem from service at 30 Av.
10/29/2021,"A Train, Delays",Southbound A trains are proceeding with delays after our crews corrected a door problem on a train at 59 St-Columbus Circle.
10/29/2021,"BKLYN, Q Train, Delays",You may wait longer for a northbound Q train after we addressed a door problem on a train at Avenue J.
10/29/2021,"MANH, 4 and 5 Trains, Some Delays",Northbound 4 5 trains have resumed running at regular speeds from Brooklyn Bridge-City Hall to 59 St after we corrected a signal problem near 59 St.
10/29/2021,"MANH, 4 and 5 Trains, Multiple Impacts",Northbound 4 5 trains are running at slower speeds from Grand Central-42 St to 59 St because of a signal problem near 59 St. Some northbound 5 trains will be rerouted to reduce congestion: These trains will run on the local track in Brooklyn and make stops on the 2 line in Manhattan.
10/29/2021,"BX, BKLYN, MANH, 4 and 5 Trains, Multiple Impacts",Northbound 4 5 trains are running at slower speeds from Grand Central-42 St to 59 St because of a signal problem near 59 St. Some northbound 5 trains will run on the 2 line from Nevins St to 149 St-Grand Concourse to relieve congestion.
10/29/2021,"BKLYN, A Train, Delays",Expect longer waits for northbound A trains after we removed a train with a mechanical problem from service at Euclid Av.
10/29/2021,"MANH, 4 and 5 Trains, Delays",Southbound 4 5 trains are proceeding with delays after we removed a train with a mechanical problem from service at Bowling Green.
10/29/2021,"MANH, 4 and 5 Trains, Delays",Southbound 4 5 trains are delayed while we remove a train with a mechanical problem from service at Bowling Green.
10/29/2021,"QNS, A Train, Some Delays",Northbound A trains are delayed while we troubleshoot a door problem at Aqueduct-N Conduit Av.
10/29/2021,"BX, 5 Train, Some Delays",You may wait longer for a southbound 5 train because of a switch problem near Nereid Av.
10/28/2021,"BKLYN, A Train, Some Delays",You may wait longer for an Inwood-bound A train after we fixed a door problem on a train at Utica Av.
10/28/2021,"MANH, 1 Train, Some Delays",1 trains may be delayed entering/leaving South Ferry while we troubleshoot a train with mechanical problems at the terminal.
10/28/2021,"BKLYN, D Train, Delays",Northbound D trains are delayed while we remove a train with a door problem from service at 79 St.
10/28/2021,"BKLYN, A Train, Slow Speeds",Northbound A trains are running at slower speeds near Grant Av while we address a signal problem.
10/28/2021,"BKLYN, 2 and 3 Trains, Delays",Northbound 2 3 trains are delayed while we troubleshoot a door problem on a train at Hoyt St.
10/28/2021,"BX, 2 and 5 Trains, Slow Speeds",Southbound 2 5 trains are running at slower speeds between Jackson Av and 3 Av-149 St while we address a signal problem in that area.
10/28/2021,"MANH, Q Train, Delays",Northbound Q trains are running with delays while we address a signal problem at 57 St-7 Av .
10/28/2021,"BKLYN, C Train, Delays",Northbound C trains are delayed while we remove a train with a mechanical problem from service at Broadway Junction.
10/27/2021,"BX, 6 Train, Local to Express",Northbound 6 trains have resumed making local stops from Hunts Point Av to Parkchester after we addressed a switch problem near Hunts Point Av. Expect delays as we get trains back on schedule.
10/27/2021,"BX, 6 Train, Local to Express","Northbound 6 trains are running express from Hunts Point Av to Parkchester while we address a switch problem near Hunts Point Av. For service to/from skipped stations, take a southbound train."
10/27/2021,"BX, 2 and 5 Trains, Slow Speeds",Southbound 2/5 trains are running at slower speeds while we address a signal problem near West Farms Sq-E Tremont Av.
10/27/2021,"QNS, 7 and 7X Trains, Delays",You may wait longer for a 7 or 7X train after we removed a train with a mechanical problem from service at Hunters Point Av.
10/27/2021,"MANH, 1 and 3 Trains, Multiple Impacts",1/3 trains are delayed and rerouted while we address a switch problem at South Ferry. Northbound 3 trains are running on the local track from Chambers St to 96 St to provide local service.
10/27/2021,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we investigate a door problem on a train at Atlantic Av-Barclays Ctr.
10/27/2021,"MANH, 1 Train, Delays",1 trains are delayed in both directions while we address a switch problem at South Ferry.
10/27/2021,"MANH, A Train, Delays",You may wait longer for a southbound A train after we removed a train with a mechanical problem from service at 145 St.
10/27/2021,"BX, 5 Train, Delays",Southbound 5 trains are delayed while we remove a train with a mechanical problem at E 180 St.
10/27/2021,"BX, 2 and 5 Trains, Delays",Southbound 2 5 trains are proceeding with delays after we removed a train with a mechanical problem from service at Prospect Av.
10/27/2021,"BKLYN, 4 Train, Express to Local",Southbound 4 trains are running on the local track from Franklin Av-Medgar Evers College to Crown Hts-Utica Av while we move a train with a mechanical problem near Crown Hts-Utica Av.
10/27/2021,"BKLYN, F Train, Local to Express",Southbound F trains are running express from Kings Hwy to Avenue X while we address a signal problem at Avenue U.
10/27/2021,"MANH, 2 and 3 Trains, Delays",Southbound 2 3 trains are delayed while we remove a train with a door problem from service at 116 St.
10/27/2021,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while we remove a train with mechanical problems from service at 137 St-City College.
10/27/2021,"MANH, N and Q Trains, Delays",Northbound N Q trains are delayed while we remove a train with a door problem from service at 34 St-Herald Sq.
10/27/2021,"BX, 2 and 5 Trains, Delays",Manhattan-bound 2 5 trains are running with delays while we remove a train with mechanical problems from service at Gun Hill Rd.
10/27/2021,"MANH, R Train, Delays",Expect a longer wait for a northbound R trains after we removed a train with a mechanical problem from service at Whitehall St-South Ferry.
10/27/2021,"MANH, L Train, Delays",L trains are running with delays in both directions while we remove a train with mechanical problems from service at 8 Av.
10/27/2021,"QNS, A Train, Delays",Northbound A trains are delayed while we address a switch problem at Howard Beach-JFK Airport.
10/26/2021,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train with mechanical problems from service at Grand Central-42 St.
10/26/2021,"BKLYN, N Train, Delays",N trains are delayed entering and leaving Coney Island-Stillwell Av while we troubleshoot a signal problem at that station.
10/26/2021,"BKLYN, L Train, Delays",L trains are delayed in both directions while we remove a train with a mechanical problem from service at Bedford Av.
10/26/2021,"QNS, 7 Train, Delays",You may wait longer for a 7 train in both directions after we removed a train with mechanical problems from service at 111 St.
10/26/2021,"MANH, C and E Trains, Delays",Southbound C and E trains are delayed while we troubleshoot a signal problem at 14 St.
10/26/2021,"QNS, E Train, Delays",You may wait longer for an E or F train in both directions after we addressed a switch problem at Jamaica Center-Parsons/Archer.
10/26/2021,"QNS, E Train, Part Suspended",E service has resumed between Kew Gardens-Union Tpke and Jamaica Center-Parsons/Archer after we addressed a switch problem at Jamaica Center-Parsons/Archer. You may wait longer for an E or F train as we get back on schedule.
10/26/2021,"QNS, E Train, Part Suspended",E service is suspended between Kew Gardens-Union Tpke and Jamaica Center-Parsons/Archer in both directions because of a switch problem at Jamaica Center-Parsons/Archer. E trains are running on the F line between Kew Gardens-Union Tpke and Jamaica-179 St in both directions. Some Jamaica-bound E trains will end at Forest Hills-71 Av to reduce congestion.
10/26/2021,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we remove a train with a door problem from service at Chambers St.
10/26/2021,"BKLYN, A and C Trains, Delays",Expect longer waits for northbound A C trains in Manhattan after we addressed a door problem on a train at High St.
10/26/2021,"BKLYN, N Train, Delays",N trains have resumed making regular stops in Brooklyn after our crews addressed a switch problem near Coney Island-Stillwell Av. Expect delays in both directions as service resumes.
10/26/2021,"BKLYN, N Train, Delays",There is no southbound N service from Kings Hwy to 86 St while our crews work to address a switch problem near Coney Island-Stillwell Av. The last stop on southbound N trains is Kings Hwy. Expect delays in both directions.
10/26/2021,"BKLYN, N Train, Delays",N trains are delayed in both directions because of a signal problem near Coney Island-Stillwell Av.
10/26/2021,"BX, 1 Train, Delays",You may wait longer for a 1 train in both directions after we addressed a switch problem at Van Cortlandt Park-242 St.
10/26/2021,"BX, 1 Train, Delays",1 trains are delayed in both directions while we address a signal problem at Van Cortlandt Park-242 St.
10/26/2021,"BKLYN, B, Q, and W Trains, Delays",You may wait longer for northbound B trains and for Q W trains in both directions after NYPD removed people being disruptive from a train at Prospect Park and we removed a train with a mechanical problem from service at Brighton Beach.
10/26/2021,"QNS, A Train, Slow Speeds",Southbound A trains are running at slower speeds near Beach 36 St because of a signal problem at that station.
10/26/2021,"BKLYN, Q Train, Delays",Northbound Q trains are delayed while we remove a train with a mechanical problem from service at Brighton Beach.
10/26/2021,"QNS, A Train, Delays",Northbound A trains are delayed while we investigate a door problem on a train at Beach 25 St.
10/26/2021,"7 Train, Delays",7 trains are proceeding in both directions between Queens and Manhattan after our crews corrected a network communications problem near Grand Central-42 St.
10/25/2021,"BX, B and D Trains, Delays",Southbound B and D trains are delayed while we remove a train with door problems from service at Tremont Av.
10/25/2021,"BKLYN, MANH, 2 and 5 Trains, Some Reroutes",Expect longer wait times for 2 5 service in both directions after we removed a train with a mechanical problem from service at Flatbush Av-Brooklyn College. To alleviate congestion: The last stop on some southbound 2 trains will be Rector St on the 1 line. The last stop on some southbound 5 trains will be Bowling Green.
10/25/2021,"BX, 2 and 5 Trains, Delays",Southbound 2 5 trains are delayed while we remove a train with a mechanical problem from service at Simpson St.
10/25/2021,"BX, 2 Train, Some Delays",Expect a longer wait for southbound 2 service after we moved a train with a mechanical problem at Allerton Av.
10/25/2021,"MANH, 2 and 3 Trains, Delays",Southbound 2 3 trains are delayed while we remove a train with a mechanical problem from service at Times Sq-42 St.
10/25/2021,"BKLYN, J Train, Delays",Jamaica-bound J trains are delayed while we remove a train with a mechanical problem from service at Hewes St.
10/25/2021,"BKLYN, 2 and 3 Trains, Delays",You may wait longer for northbound 2/3 trains after we removed a train with a mechanical problem from service at Borough Hall.
10/25/2021,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we remove a train with a mechanical problem from service at Bowling Green.
10/25/2021,"BKLYN, R Train, Delays",Northbound R trains are proceeding with delays after we addressed a door problem on a train at DeKalb Av.
10/25/2021,"BKLYN, R Train, Delays",Northbound R trains are delayed while we troubleshoot a door problem on a train at DeKalb Av.
10/24/2021,"BKLYN, A Train, Delays",You may wait longer for a 207 St-bound A train after we removed a train that needs cleaning and a mechanical problem from service at Euclid Av.
10/24/2021,"MANH, 6 Train, Local to Express","Southbound 6 trains are running on the express track from 14 St-Union Sq to Brooklyn Bridge-City Hall while we troubleshoot a signal problem at 14 St-Union Sq. For service to/from bypassed stations, take a northbound train."
10/24/2021,"MANH, A Train, Delays",Southbound A trains are delayed while we troubleshoot a door problem on a train at 145 St.
10/24/2021,"BKLYN, 2 and 3 Trains, Delays",Expect delays in 2/3 service in both directions while we work to correct a signal problem at Nevins St.
10/24/2021,"BKLYN, A Train, Delays",You may wait longer for southbound A trains after we removed a train with a mechanical problem from service at Nostrand Av.
10/24/2021,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train with a mechanical problem from service at Hunts Point Av.
10/24/2021,"BKLYN, A Train, Express to Local",Northbound A trains are running on the local track from Euclid Av to Hoyt-Schermerhorn Sts while we remove a train with a mechanical problem from service at Nostrand Av.
10/24/2021,"MANH, Q Train, Delays",You may wait longer for southbound Q trains after we removed a train with a mechanical problem from service at 96 St.
10/24/2021,"BKLYN, R Train, Delays",Southbound R trains are delayed while we work to correct a mechanical problem on a train near DeKalb Av.
10/23/2021,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we investigate a door problem on a train at 79 St.
10/23/2021,"QNS, J Train, Delays",Jamaica Center-bound J trains are delayed while we remove a train with mechanical problems from service at 121 St.
10/23/2021,"MANH, A Train, Delays",Northbound A trains are delayed while we remove a train with mechanical problems from service at 125 St.
10/22/2021,"2 and 3 Trains, Delays",Northbound 2 3 trains are delayed while our crews remove a train with a door problem from service at Nevins St.
10/22/2021,"MANH, C Train, Some Delays",You may wait longer for an uptown C train in Manhattan after we addressed a door problem at 59 St-Columbus Circle.
10/22/2021,"F and G Trains, Slow Speeds",Southbound F and G trains are running at slower speeds near =Church Ave while our crews address a signal problem at that station.
10/22/2021,"MANH, 2 and 3 Trains, Delays",2 3 trains are delayed in both directions because of signal problems at Harlem-148 St.
10/22/2021,"MANH, Q Train, Some Delays",You may wait longer for a southbound Q train after we removed a train with a mechanical problem from service from 14 St-Union Sq.
10/22/2021,"MANH, 4 and 5 Trains, Delays",Southbound 4 and 5 trains have resumed their regular routes after we moved a train with a mechanical problem at Grand Central-42 St. Expect delays as trains get back on schedule.
10/22/2021,"MANH, N and Q Trains, Delays",Northbound N Q trains are delayed while we remove a train with a mechanical problem from service at Times Sq-42 St.
10/22/2021,"MANH, 4 and 5 Trains, Multiple Impacts",Southbound 4 and 5 trains are delayed/rerouted because of a train with a mechanical problem at Grand Central-42 St. Southbound 5 trains are running on the 2 line from 149 St-Grand Concourse to Nevins St. Southbound 4 trains are running local from 125 St to 14 St-Union Sq.
10/22/2021,"BX, 6 Train, Delays",Expect longer waits in northbound 6 service after we removed a train with a mechanical problem from service at St Lawrence Av.
10/22/2021,"BKLYN, Q Train, Delays",Southbound Q trains are delayed while we troubleshoot a signal problem near Newkirk Plaza.
10/21/2021,"MANH, A and D Trains, Delays",Southbound A/D trains are delayed while we remove a train with mechanical problems from service at 125 St.
10/21/2021,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains are delayed while we remove a train with a door problem from service at Bushwick Av-Aberdeen St.
10/21/2021,"MANH, 2 and 3 Trains, Delays",Southbound 2 and 3 trains are delayed while we remove a train with a mechanical problem from service at Times Sq-42 St.
10/21/2021,"QNS, A Train, Delays",Northbound A trains are delayed while we address a signal problem near 88 St.
10/21/2021,"BKLYN, QNS, M Train, Delays",You may wait longer for a Middle Village-Metropolitan Av-bound M train after we removed a train with a mechanical problem from service at Myrtle Av.
10/21/2021,"BKLYN, N Train, Slow Speeds",Northbound N trains are running at slower speeds near 36 St in Brooklyn while we work to correct a signal problem.
10/20/2021,"MANH, 4, 5, and 6 Trains, Multiple Impacts","Northbound 6 trains are running on the express track from Brooklyn Bridge-City Hall to 14 St-Union Sq because of a train with a mechanical problem at Spring St. For service to/from bypassed stations, use southbound local service. Expect delays in 4 5 service as they share the track with these rerouted trains."
10/20/2021,"MANH, 1 Train, Some Delays",You may wait longer for a Bronx-bound 1 train after we removed a train with a door problem from service at 18 St.
10/20/2021,"MANH, A Train, Delays",Southbound A trains are delayed while we remove a train with door problems from service at 181 St.
10/20/2021,"MANH, A, B, C, and D Trains, Multiple Impacts",Southbound A D trains are running on the local track while we remove a train with a door problem from service at 125 St. You may experience a longer wait for southbound B C trains while they share tracks with rerouted trains.
10/20/2021,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train with a door problem from service at Buhre Av.
10/20/2021,"MANH, N, Q, R, and W Trains, Delays",Southbound N/Q/R/W trains are proceeding with delays after a work train experiencing a mechanical problem was removed from service near Canal St. Expect delays as we get trains back on schedule.
10/20/2021,"MANH, N, Q, and R Trains, Multiple Impacts",Southbound N Q and R trains are delayed while we investigate a work train experiencing a mechanical problem near Canal St. Southbound Q trains are running on the local track from 34 St-Herald Sq to Canal St.
10/19/2021,"BKLYN, F Train, Delays",You may wait longer for a northbound F train after we removed a train with a mechanical problem from service at Avenue X.
10/19/2021,"BKLYN, 3 Train, Delays",3 service has resumed between New Lots Av and Crown Hts-Utica Av after we moved a train with a mechanical problem back to its storage facility. Expect delays in both directions as service resumes.
10/19/2021,"BKLYN, 3 Train, Part Suspended","3 trains are suspended in both directions between New Lots Av and Crown Hts-Utica Av because of a train with mechanical problems at Rockaway Av. Alternatives Please see a station agent to request a courtesy pass for continuing subway or bus service. For local service between Crown Hts-Utica Av and New Lots Av, take B14 and B15 buses. For service further into Brooklyn and Manhattan, use nearby A C L stations for alternate service: New Lots Av and Van Siclen Av : Take B15 buses on New Lots Ave to/from New Lots Av (L) Pennsylvania Av : Take B20 buses to/from Liberty Av (C), Alabama Av (J) or Broadway Junction (A C J). Junius St : Travel to/from nearby Livonia Av (L). A free transfer is available using OMNY or your MetroCard. Rockaway Av : Take B60 buses to/from Rockaway Av (C) or Canarsie-Rockaway Pkwy (L) Saratoga Av and Sutter Av : Take B14 buses to/from Crown Hts-Utica Av (3 4) or B15 buses to/from New Lots Av (L) or Utica Av (A C)."
10/19/2021,"BKLYN, 3 Train, Part Suspended",3 trains are suspended in both directions between New Lots Av and Crown Hts-Utica Av because of a train with mechanical problems at Rockaway Av.
10/19/2021,"F Train, Slow Speeds",Northbound F trains are running at slower speeds in the tunnel from Brooklyn to Manhattan because of a signal problem.
10/19/2021,"MANH, 6 Train, Local to Express","Southbound 6 trains are running express from 125 St to Grand Central-42 St while we remove a train with a door problem from service at 116 St. If your stop is skipped, take a northbound train."
10/19/2021,"QNS, N and W Trains, Some Delays",N W trains may experience delays while entering and departing from Astoria-Ditmars Blvd while we address a mechanical problem on a train at that station.
10/19/2021,"MANH, 4 and 5 Trains, Delays",You may experience a longer wait for northbound 4 and 5 trains after an earlier signal problem near Bowling Green.
10/19/2021,"MANH, Q Train, Slow Speeds",Northbound Q trains are running at slower speeds near Times Sq-42 St because of a signal problem.
10/19/2021,"MANH, C Train, Local to Express","Southbound C trains are running on the express track from 168 St to 145 St while we troubleshoot a signal problem on the local track. For service to/from bypassed stations, take a northbound train."
10/18/2021,"QNS, A Train, Delays","A train service to/from the Rockaways has resumed after we moved a train with a mechanical problem at Rockaway Blvd. Continue to expect longer waits for a Far Rockaway-Mott Av A train in either direction, and consider taking a Q52-SBS or Q53-SBS bus to/from Rockaway Blvd."
10/18/2021,"MANH, A Train, Some Delays",You may wait longer for a Far Rockaway-bound A train after we removed a train with a door problem from service at 168 St.
10/18/2021,"MANH, A and C Trains, Some Delays",You may wait longer for a Queens-bound A or Euclid Av-bound C train after our crews fixed a door problem on a train at Fulton St.
10/18/2021,"BKLYN, G Train, Some Delays",You may wait longer for a G train while we troubleshoot a switch problem at Church Av.
10/18/2021,"MANH, 1 Train, Some Delays",You may wait longer for a Bronx-bound 1 train after our crews fixed a train with a mechanical problem at South Ferry.
10/18/2021,"BKLYN, A and C Trains, Delays",Southbound A trains have resumed making express stops from Hoyt-Schermerhorn Sts to Euclid Av after we removed a train with a mechanical problem from service at Utica Av. Continue to expect delays in A C service as we get trains back on schedule.
10/18/2021,"MANH, 4 and 5 Trains, Some Delays",Bronx-bound 4 5 trains are delayed while we remove a 4 train with a mechanical problem from service at Bowling Green.
10/18/2021,"MANH, R and W Trains, Delays",Expect longer wait times for southbound R W service after we moved a train with a mechanical problem at Whitehall St-South Ferry.
10/18/2021,"MANH, 1 Train, Some Delays",You may wait longer for a Bronx-bound 1 train after we removed a train with a mechanical problem from service at Dyckman St.
10/18/2021,"BX, 4 Train, Delays",Southbound 4 trains are delayed while we address a signal problem at Fordham Rd.
10/18/2021,"QNS, E and F Trains, Slow Speeds",E and F trains are running at slow speeds in both directions while our crews investigate a signal problem at 63 Dr-Rego Park.
